10.4366783636   10.0   10.8733567272   0.0   nan
11.3481726894   10.8733567272   11.8229886517   0.0   nan
12.3392729854   11.8229886517   12.8555573191   0.0   nan
13.4169316925   12.8555573191   13.9783060658   0.0   nan
14.5887084477   13.9783060658   15.1991108295   0.0   nan
15.862823114   15.1991108295   16.5265353986   0.0   nan
17.2482134419   16.5265353986   17.9698914853   0.0   nan
18.7545977661   17.9698914853   19.5393040469   0.0   nan
20.3925431786   19.5393040469   21.2457823103   0.0   nan
22.1735396556   21.2457823103   23.1012970008   0.0   nan
24.110080658   23.1012970008   25.1188643151   0.0   nan
26.2157507716   25.1188643151   27.312637228   0.0   nan
28.505321001   27.312637228   29.6980047741   0.0   nan
30.9948523868   29.6980047741   32.2916999994   0.0   nan
33.7018086708   32.2916999994   35.1119173422   0.0   nan
36.6451788029   35.1119173422   38.1784402637   0.0   nan
39.8456101456   38.1784402637   41.5127800275   0.136120042872   0.016535070748102496
43.3255533126   41.5127800275   45.1383265977   0.332983193277   0.029494246673389343
47.1094196571   45.1383265977   49.0805127165   0.353139013453   0.031721098037748925
51.2237525143   49.0805127165   53.3669923121   0.372990353698   0.03220553764628548
55.6974133994   53.3669923121   58.0278344867   0.383947939262   0.03305125470774758
60.5617844673   58.0278344867   63.095734448   0.39029535865   0.0329666934675227
65.8509886549   63.095734448   68.6062428618   0.404094827586   0.034132429753918184
71.6021290483   68.6062428618   74.5980152349   0.367763904654   0.03282160879974255
77.8555491569   74.5980152349   81.113083079   0.365061590146   0.03243521179423845
84.6551159175   81.113083079   88.197148756   0.306636155606   0.02910290705919244
92.0485274153   88.197148756   95.8999060746   0.31978021978   0.029346459534450125
100.08764748   95.8999060746   104.275388885   0.319103521878   0.028878890817015328
108.828869504   104.275388885   113.382350122   0.295173961841   0.028089906008977865
118.333512033   113.382350122   123.284673944   0.31455399061   0.02999088527633078
128.668248912   123.284673944   134.051823879   0.324455205811   0.031108496552433973
139.905576988   134.051823879   145.759330097   0.394526795895   0.034532115245699185
152.124324672   145.759330097   158.489319246   0.421621621622   0.03521247423562094
165.410204904   158.489319246   172.331090561   0.459134615385   0.039408999363665154
179.856416424   172.331090561   187.381742286   0.478773584906   0.04020228646273799
195.564297545   187.381742286   203.746852804   0.485507246377   0.04108744371689303
212.644037031   203.746852804   221.541221258   0.516018306636   0.041752932659878714
231.215447055   221.541221258   240.889672852   0.552083333333   0.04406041575668994
251.408803667   240.889672852   261.927934482   0.525951557093   0.04249218965462609
273.365760663   261.927934482   284.803586844   0.545347467609   0.04406072279748357
297.240343269   284.803586844   309.677099694   0.548309178744   0.04478848601004168
323.200028607   309.677099694   336.722957521   0.569753810082   0.04535255656485063
351.426920529   336.722957521   366.130883536   0.516959064327   0.04226886210021432
382.119027045   366.130883536   398.107170553   0.566467065868   0.04564958460694975
415.491649331   398.107170553   432.876128108   0.556858147714   0.0446168639576829
451.778892035   432.876128108   470.681655961   0.54851228978   0.046366727437004984
491.235305491   470.681655961   511.788955021   0.577863577864   0.048001808719780346
534.13767136   511.788955021   556.486387698   0.55106888361   0.04457381854892566
580.786944213   556.486387698   605.087500727   0.581098339719   0.048009070820870275
631.510362692   605.087500727   657.933224658   0.585732165207   0.04779719333470714
686.663745048   657.933224658   715.394265438   0.538563829787   0.04640085397162225
746.633985154   715.394265438   777.873704869   0.610666666667   0.050832973308698355
811.841766522   777.873704869   845.809828175   0.577946768061   0.04764028692885379
882.744513343   845.809828175   919.679198512   0.549382716049   0.045346579405357176
959.839599256   919.679198512   1000.0   0.558475689882   0.0473347780446381
1043.66783636   1000.0   1087.33567272   0.564455569462   0.04654817726685447
1134.81726894   1087.33567272   1182.29886517   0.541160593792   0.04690430159221622
1233.92729854   1182.29886517   1285.55573191   0.542635658915   0.04598254493591805
1341.69316925   1285.55573191   1397.83060658   0.529891304348   0.046364141825046154
1458.87084477   1397.83060658   1519.91108295   0.523936170213   0.04550150918061412
1586.2823114   1519.91108295   1652.65353986   0.535966149506   0.047623114594080175
1724.82134419   1652.65353986   1796.98914853   0.546184738956   0.04702402842747262
1875.45977661   1796.98914853   1953.93040469   0.494102228047   0.0433352610978678
2039.25431786   1953.93040469   2124.57823103   0.513788098694   0.04688129701969407
2217.35396556   2124.57823103   2310.12970008   0.487288135593   0.04454812090968292
2411.0080658   2310.12970008   2511.88643151   0.440277777778   0.041136647633178806
2621.57507716   2511.88643151   2731.2637228   0.5   0.04498621364723474
2850.5321001   2731.2637228   2969.80047741   0.448951048951   0.04184782128514336
3099.48523868   2969.80047741   3229.16999994   0.461949265688   0.04171380518748013
3370.18086708   3229.16999994   3511.19173422   0.427397260274   0.040015287413340185
3664.51788029   3511.19173422   3817.84402637   0.458702064897   0.04362695447365832
3984.56101456   3817.84402637   4151.27800275   0.429618768328   0.041549549312701356
4332.55533126   4151.27800275   4513.83265977   0.396706586826   0.039718530579606316
4710.94196571   4513.83265977   4908.05127165   0.399741267788   0.03711818027270448
5122.37525143   4908.05127165   5336.69923121   0.38189533239   0.03760406198042023
5569.74133994   5336.69923121   5802.78344867   0.40261627907   0.039540469436956556
6056.17844673   5802.78344867   6309.5734448   0.34217877095   0.03464882085015327
6585.09886549   6309.5734448   6860.62428618   0.355618776671   0.03590372244793858
7160.21290483   6860.62428618   7459.80152349   0.367496339678   0.03725801991473175
7785.55491569   7459.80152349   8111.3083079   0.31884057971   0.03206902857793892
8465.51159175   8111.3083079   8819.7148756   0.33768115942   0.034977530330908564
9204.85274153   8819.7148756   9589.99060746   0.344311377246   0.036025027039289934
10008.764748   9589.99060746   10427.5388885   0.347639484979   0.035450016284631666
10882.8869504   10427.5388885   11338.2350122   0.307162534435   0.03196899555812551
11833.3512033   11338.2350122   12328.4673944   0.338688085676   0.03368508654134415
12866.8248912   12328.4673944   13405.1823879   0.287833827893   0.03175220930291717
13990.5576988   13405.1823879   14575.9330097   0.300405953992   0.031212539155052663
15212.4324672   14575.9330097   15848.9319246   0.271186440678   0.031086446032104104
16541.0204904   15848.9319246   17233.1090561   0.255892255892   0.031254989139546815
17985.6416424   17233.1090561   18738.1742286   0.259701492537   0.02972106331203484
19556.4297545   18738.1742286   20374.6852804   0.242765273312   0.02948995839657143
21264.4037031   20374.6852804   22154.1221258   0.2432   0.02945412480950073
23121.5447055   22154.1221258   24088.9672852   0.232558139535   0.029133112272049483
25140.8803667   24088.9672852   26192.7934482   0.2   0.026204912510292867
27336.5760663   26192.7934482   28480.3586844   0.185123966942   0.025018930185249772
29724.0343269   28480.3586844   30967.7099694   0.177172061329   0.0246858235314023
32320.0028607   30967.7099694   33672.2957521   0.185512367491   0.02590181971538195
35142.6920529   33672.2957521   36613.0883536   0.179261862917   0.02526461754217105
38211.9027045   36613.0883536   39810.7170553   0.162831858407   0.023826782541969585
40011.7307779   39810.7170553   40212.7445004   0.156424581006   0.014585204944141545
