1.1 9.4
1.5 9.3
2.2 8.8
3.3 8.0
4.7 7.2
6.6 6.3
9.6 5.2
14 4.3
19 3.4
29 2.7
41 2.3
59 2.0
87 1.7
1.4e+2 1.6
