0.054 2.8e-11
0.085 3.4e-11
0.12 4.9e-11
0.15 8.1e-11
0.19 1.2e-10
0.36 1.9e-10
0.52 3.6e-10
0.72 5.7e-10
1.0 8.8e-10
1.8 1.5e-9
3.0 1.9e-9
4.4 2.9e-9
5.7 4.9e-9
