0.33668256748411307 2.2718691665854277e-12
0.41037464094999004 1.980931062893495e-12
0.5343104845875539 1.7868385894745535e-12
0.6301253244993065 2.2676539470230022e-12
0.7680452710314457 2.6877951029471653e-12
0.9361527229880717 3.1857782025828137e-12
1.1410550312757544 3.5269985810092614e-12
1.437451244521841 3.9043845368823325e-12
1.7520762739864832 4.177606380442038e-12
2.1355654889620217 4.625058883223145e-12
2.6902920417731355 5.297602644953397e-12
3.502777952346755 5.863868602486283e-12
4.412646532266771 6.716551421836622e-12
5.745294839639882 6.944189507428882e-12
7.480411710528787 6.938761652222158e-12
10.40379957454151 7.1725286422687495e-12
12.269453383446525 6.254617927320828e-12
15.456520984723408 5.453111537107792e-12
19.471449418725996 4.919294138646833e-12
23.73330203489859 4.289323835228425e-12
28.927976205922107 3.740028232692662e-12
34.11546454667764 3.04630753772648e-12
40.23319546969748 2.5673638653667114e-12
47.44798405099029 2.091155309146538e-12
57.83325689900713 1.645992640984061e-12
75.29928127978708 1.3402919393553997e-12
94.85874267274724 1.0914739414355037e-12
136.3548177087173 9.193319526364932e-13
196.00340241194402 6.990156414038761e-13
300.96086654351876 5.689134006862191e-13
493.6393162825441 4.629355523649812e-13
733.380761166953 5.871037395932736e-13
986.8913466602683 8.833047797326621e-13
1566.1826438168403 1.2837464418957719e-12
2178.255817184712 1.628390137368658e-12
2931.221993567687 2.211616150423407e-12
