10.4367 10 10.8734 0
11.3482 10.8734 11.823 0
12.3393 11.823 12.8556 0
13.4169 12.8556 13.9783 0
14.5887 13.9783 15.1991 0
15.8628 15.1991 16.5265 0
17.2482 16.5265 17.9699 0
18.7546 17.9699 19.5393 0
20.3925 19.5393 21.2458 0
22.1735 21.2458 23.1013 0
24.1101 23.1013 25.1189 0
26.2158 25.1189 27.3126 0
28.5053 27.3126 29.698 0
30.9949 29.698 32.2917 9.67341e-05
33.7018 32.2917 35.1119 0.000246381
36.6452 35.1119 38.1784 0.000151693
39.8456 38.1784 41.5128 0.000186109
43.3256 41.5128 45.1383 0.000163298
47.1094 45.1383 49.0805 0.000183966
51.2238 49.0805 53.367 0.000182531
55.6974 53.367 58.0278 0.000129643
60.5618 58.0278 63.0957 9.50068e-05
65.851 63.0957 68.6062 6.61164e-05
71.6021 68.6062 74.598 5.33644e-05
77.8555 74.598 81.1131 3.87749e-05
84.6551 81.1131 88.1971 3.95556e-05
92.0485 88.1971 95.8999 2.80694e-05
100.088 95.8999 104.275 2.48268e-05
108.829 104.275 113.382 2.82838e-05
118.334 113.382 123.285 1.99667e-05
128.668 123.285 134.052 1.32129e-05
139.906 134.052 145.759 9.57785e-06
152.124 145.759 158.489 7.26712e-06
165.41 158.489 172.331 7.03251e-06
179.856 172.331 187.382 5.06504e-06
195.564 187.382 203.747 4.20227e-06
212.644 203.747 221.541 4.91533e-06
231.215 221.541 240.89 3.32307e-06
251.409 240.89 261.928 3.92273e-06
273.366 261.928 284.804 1.84872e-06
297.24 284.804 309.677 1.58601e-06
323.2 309.677 336.723 1.09834e-06
351.427 336.723 366.131 1.21744e-06
382.119 366.131 398.107 8.02995e-07
415.492 398.107 432.876 7.98388e-07
451.779 432.876 470.682 5.86689e-07
491.235 470.682 511.789 5.47741e-07
534.138 511.789 556.486 3.97562e-07
580.787 556.486 605.088 3.34643e-07
631.51 605.088 657.933 2.21768e-07
686.664 657.933 715.394 2.20859e-07
746.634 715.394 777.874 9.43784e-08
811.842 777.874 845.81 1.41308e-07
882.745 845.81 919.679 1.15994e-07
959.84 919.679 1000 8.86661e-08
1043.67 1000 1087.34 4.61759e-08
1134.82 1087.34 1182.3 5.24112e-08
1233.93 1182.3 1285.56 3.12973e-08
1341.69 1285.56 1397.83 2.95386e-08
1458.87 1397.83 1519.91 5.33307e-08
1586.28 1519.91 1652.65 7.64261e-09
1724.82 1652.65 1796.99 2.11156e-08
1875.46 1796.99 1953.93 2.22151e-08
2039.25 1953.93 2124.58 1.71701e-08
2217.35 2124.58 2310.13 1.24641e-08
2411.01 2310.13 2511.89 7.2019e-09
2621.58 2511.89 2731.26 6.99249e-09
2850.53 2731.26 2969.8 6.04486e-09
3099.49 2969.8 3229.17 2.80126e-09
3370.18 3229.17 3511.19 5.63825e-09
3664.52 3511.19 3817.84 2.46223e-09
3984.56 3817.84 4151.28 2.85451e-09
4332.56 4151.28 4513.83 1.99513e-09
4710.94 4513.83 4908.05 8.98736e-10
5122.38 4908.05 5336.7 4.77016e-10
5569.74 5336.7 5802.78 1.08394e-09
6056.18 5802.78 6309.57 5.54864e-10
6585.1 6309.57 6860.62 2.27995e-10
7160.21 6860.62 7459.8 1.32225e-09
7785.55 7459.8 8111.31 1.00277e-09
8465.51 8111.31 8819.71 1.77793e-10
9204.85 8819.71 9589.99 1.35582e-10
10008.8 9589.99 10427.5 4.28612e-10
10882.9 10427.5 11338.2 5.95756e-10
11833.4 11338.2 12328.5 5.42375e-10
12866.8 12328.5 13405.2 2.94539e-10
13990.6 13405.2 14575.9 2.81576e-10
15212.4 14575.9 15848.9 3.84662e-10
16541 15848.9 17233.1 2.41647e-10
17985.6 17233.1 18738.2 1.69728e-10
19556.4 18738.2 20374.7 4.38443e-10
21264.4 20374.7 22154.1 1.21583e-10
23121.5 22154.1 24089 1.05973e-10
25140.9 24089 26192.8 2.51969e-10
27336.6 26192.8 28480.4 1.15416e-10
29724 28480.4 30967.7 2.09013e-10
32320 30967.7 33672.3 2.66742e-10
35142.7 33672.3 36613.1 4.34064e-10
38211.9 36613.1 39810.7 6.52596e-10
